hour,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_icon_01,weather_icon_01d,weather_icon_01n,weather_icon_02,weather_icon_02d,weather_icon_02n,weather_icon_03,weather_icon_03d,weather_icon_03n,weather_icon_04,weather_icon_04d,weather_icon_04n,weather_icon_09d,weather_icon_09n,weather_icon_10,weather_icon_10d,weather_icon_10n,weather_icon_11d,weather_icon_11n,weather_icon_13d,weather_icon_13n,weather_icon_50d,weather_icon_50n,weather_description_broken clouds,weather_description_drizzle,weather_description_few clouds,weather_description_fog,weather_description_haze,weather_description_heavy intensity drizzle,weather_description_heavy intensity rain,weather_description_heavy intensity shower rain,weather_description_heavy snow,weather_description_light intensity drizzle,weather_description_light intensity drizzle rain,weather_description_light intensity shower rain,weather_description_light rain,weather_description_light rain and snow,weather_description_light snow,weather_description_light thunderstorm,weather_description_mist,weather_description_moderate rain,weather_description_overcast clouds,weather_description_proximity shower rain,weather_description_proximity thunderstorm,weather_description_rain and drizzle,weather_description_rain and snow,weather_description_scattered clouds,weather_description_shower rain,weather_description_sky is clear,weather_description_sleet,weather_description_snow,weather_description_thunderstorm,weather_description_thunderstorm with heavy rain,weather_description_thunderstorm with light rain,weather_description_thunderstorm with rain,weather_main_clear,weather_main_clouds,weather_main_drizzle,weather_main_fog,weather_main_haze,weather_main_mist,weather_main_rain,weather_main_snow,weather_main_thunderstorm,Oil Price
6,342.0,0.0,4797.0,1490.0,291.0,270.0,1042.0,1621.0,6989.0,57.0,95.0,1066.0,283.0,5180.0,1286.0,5137.0,24115.0,24785.0,292.93,290.93,297.65,1017,63,3,10,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,45.879999999999995
18,509.0,958.0,9473.0,7673.0,411.0,0.0,721.0,3434.0,5861.0,84.0,69.0,2280.0,266.0,3403.0,1891.0,3507.0,35133.0,35002.0,290.59,273.15,299.15,1018,29,3,200,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,46.42
6,474.0,0.0,3764.0,3404.0,357.0,319.0,1164.0,2285.0,7094.0,73.0,67.0,153.0,177.0,10450.0,261.0,9897.0,29968.0,29335.0,275.1555,275.1555,275.1555,1018,81,2,306,0.0,0.087,0.0,56,803,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,57.02
18,248.0,0.0,4572.0,2266.0,281.0,1233.0,1886.0,6343.0,5053.0,15.0,100.0,1106.0,311.0,8759.0,1279.0,6959.0,30493.0,30229.0,295.36,294.15,297.15,1020,37,4,130,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,74.85
18,338.0,586.0,5740.0,5579.0,245.0,0.0,413.0,2731.0,6533.0,50.0,88.0,429.0,308.0,5020.0,484.0,4850.0,28926.0,28481.0,301.62,299.85,303.15,1017,26,3,85,0.3,0.0,0.0,36,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,42.19
12,343.0,604.0,4984.0,5874.0,218.0,0.0,423.0,1078.0,7009.0,56.0,91.0,1130.0,318.0,3584.0,1307.0,3488.0,27074.0,27765.0,287.076,287.076,287.076,950,100,3,155,0.9,0.0,0.0,92,501,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,50.04
12,398.0,875.0,12108.0,5954.0,351.0,0.0,803.0,2026.0,5902.0,28.0,93.0,5200.0,287.0,1512.0,5321.0,1396.0,35918.0,36566.0,285.31,284.15,288.15,1020,41,1,256,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,64.36
6,362.0,495.0,3762.0,3901.0,235.0,401.0,379.0,492.0,7004.0,50.0,79.0,73.0,321.0,1701.0,33.0,1731.0,20909.0,20899.0,279.71,273.15,283.15,1017,81,4,180,0.0,0.0,0.0,75,803,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,29.64
12,468.0,653.0,5149.0,7866.0,334.0,0.0,852.0,4449.0,5326.0,81.0,65.0,5087.0,268.0,1818.0,4911.0,1696.0,33406.0,33406.0,304.11,304.11,304.11,956,41,1,163,0.3,0.0,0.0,0,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,60.54
6,367.0,627.0,6168.0,4970.0,317.0,0.0,1153.0,3487.0,5994.0,57.0,92.0,1128.0,286.0,2886.0,1167.0,3198.0,31462.0,31578.0,285.41,285.15,286.15,1018,54,2,50,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,84.67
18,507.0,556.0,10272.0,7399.0,418.0,0.0,622.0,1623.0,6793.0,85.0,75.0,2042.0,249.0,4975.0,1996.0,4682.0,35514.0,35950.0,309.36,307.25,310.15,1014,17,6,220,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,55.94
12,376.0,0.0,9824.0,6451.0,324.0,1.0,1263.0,1795.0,5015.0,57.0,100.0,3343.0,288.0,8588.0,3249.0,7509.0,35203.0,34642.0,282.11,280.15,283.15,1022,81,2,100,0.0,0.0,0.0,40,802,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,57.71
18,355.0,0.0,5377.0,4235.0,295.0,1.0,1259.0,2704.0,6034.0,56.0,98.0,54.0,282.0,7767.0,48.0,7570.0,32137.0,32006.0,305.34,303.15,306.15,1014,17,3,220,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,72.11
12,295.0,0.0,4437.0,2706.0,297.0,0.0,1469.0,4337.0,5385.0,56.0,111.0,4061.0,161.0,3813.0,4524.0,4276.0,30949.0,31070.0,293.32,291.15,294.15,1017,43,3,110,0.0,0.0,0.0,40,802,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,78.38
6,465.0,781.0,4820.0,7254.0,387.0,1.0,885.0,1790.0,6096.0,88.0,67.0,42.0,234.0,7888.0,1.0,7921.0,30448.0,30493.0,283.405,283.405,283.405,1017,71,3,335,0.0,0.0,0.0,0,800,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,43.07
6,376.0,373.0,5905.0,3006.0,235.0,1643.0,555.0,591.0,5928.0,6.0,79.0,1038.0,343.0,5415.0,1173.0,5568.0,23630.0,23419.0,295.63,295.15,296.15,1020,46,2,71,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,47.775
18,377.0,439.0,6470.0,4337.0,252.0,0.0,1094.0,3658.0,7111.0,55.0,95.0,117.0,312.0,8724.0,140.0,8690.0,34867.0,34558.0,298.55,297.15,299.15,1022,14,1,60,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,85.63
12,493.0,655.0,6262.0,7989.0,358.0,0.0,849.0,3561.0,5958.0,82.0,68.0,5356.0,276.0,1436.0,5211.0,1369.0,32974.0,33393.0,301.8,301.15,302.15,1022,35,1,220,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60.24
18,292.0,0.0,5850.0,1662.0,251.0,148.0,1790.0,7276.0,6076.0,55.0,106.0,221.0,309.0,8312.0,35.0,6978.0,30285.0,30539.0,281.55,280.15,282.15,999,84,6,280,0.0,0.0,0.0,40,802,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,64.75
12,561.0,0.0,3401.0,2454.0,227.0,1239.0,719.0,845.0,6876.0,75.0,75.0,2402.0,240.0,14237.0,2465.0,14407.0,31612.0,31413.0,290.02,273.15,296.15,1004,53,13,200,0.0,0.0,0.0,75,803,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,49.35
18,335.0,0.0,11020.0,6274.0,284.0,1.0,1299.0,4295.0,5052.0,57.0,107.0,12.0,304.0,6450.0,37.0,7050.0,35191.0,34831.0,282.13,280.15,283.15,1015,66,5,230,0.0,0.0,0.0,20,801,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,57.69
12,381.0,0.0,3237.0,1438.0,405.0,706.0,1089.0,2478.0,6073.0,46.0,78.0,1410.0,207.0,12514.0,1524.0,12448.0,32516.0,32355.0,303.54,303.05,304.26,1020,29,2,160,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,40.17
12,365.0,651.0,7325.0,6530.0,294.0,0.0,1105.0,4842.0,6955.0,58.0,91.0,2040.0,305.0,2099.0,2278.0,1956.0,35668.0,35003.0,299.75,298.71,301.05,1021,42,4,100,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,45.93
6,375.0,603.0,8180.0,2692.0,336.0,0.0,527.0,1115.0,6873.0,56.0,83.0,410.0,315.0,1028.0,578.0,1082.0,28884.0,27701.0,292.88,291.15,294.15,1020,32,1,360,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,50.39
12,312.0,905.0,7965.0,4930.0,282.0,0.0,425.0,716.0,5635.0,63.0,99.0,4492.0,241.0,5729.0,4677.0,5681.0,30958.0,30953.0,297.93,296.15,300.15,1030,26,1,0,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,60.15
12,383.0,645.0,4267.0,3619.0,233.0,787.0,883.0,1137.0,4849.0,52.0,102.0,3980.0,342.0,4636.0,4037.0,4625.0,25730.0,25801.0,290.15,288.15,291.15,1021,34,2,40,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,53.62
18,364.0,645.0,9452.0,6176.0,276.0,47.0,391.0,1160.0,5929.0,55.0,107.0,551.0,350.0,2178.0,817.0,2175.0,25152.0,25483.0,283.12,281.15,284.15,1007,93,10,220,0.0,0.0,0.0,75,301,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,64.74000000000001
6,480.0,0.0,4325.0,1874.0,245.0,1836.0,849.0,2445.0,4757.0,86.0,67.0,997.0,192.0,5859.0,1012.0,5931.0,20654.0,20790.0,283.904,283.904,283.904,957,70,6,43,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,63.175
12,442.0,929.0,4792.0,7220.0,393.0,514.0,1235.0,3776.0,7088.0,84.0,75.0,3783.0,210.0,8273.0,3508.0,8442.0,36446.0,35538.0,284.85,284.85,284.85,939,85,2,228,0.0,0.0,0.0,92,804,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,60.33
6,363.0,627.0,6864.0,6234.0,311.0,167.0,374.0,1195.0,5954.0,51.0,103.0,47.0,357.0,1658.0,23.0,1561.0,22274.0,22757.0,283.15,283.15,283.15,1019,87,3,220,0.0,0.0,0.0,75,803,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,64.74000000000001
6,233.0,0.0,5268.0,2248.0,295.0,70.0,1770.0,5895.0,5058.0,16.0,101.0,31.0,301.0,8007.0,80.0,8916.0,31028.0,30781.0,276.14,275.15,277.15,1025,100,1,340,0.0,0.0,0.0,90,741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,61.22
18,528.0,0.0,5660.0,3757.0,357.0,0.0,1308.0,7182.0,6474.0,95.0,76.0,80.0,218.0,5524.0,366.0,5483.0,35349.0,35051.0,287.11,284.75,288.15,1020,41,3,250,0.0,0.0,0.0,0,721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,33.59
6,396.0,474.0,4611.0,4815.0,346.0,0.0,1354.0,4344.0,7101.0,41.0,61.0,240.0,149.0,4597.0,403.0,4691.0,30236.0,30298.0,288.95,288.15,290.15,1018,55,1,130,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,48.0
18,209.0,0.0,3582.0,1156.0,283.0,758.0,1927.0,6446.0,7089.0,53.0,83.0,512.0,246.0,9488.0,663.0,9844.0,30029.0,30436.0,290.41,288.95,291.15,1010,39,7,190,0.0,0.0,0.0,75,803,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,41.32
18,402.0,926.0,5779.0,5492.0,311.0,2.0,732.0,1915.0,6920.0,53.0,81.0,1691.0,316.0,7346.0,1808.0,7389.0,33488.0,33431.0,285.38,284.75,286.15,1015,32,6,20,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40.71
18,403.0,0.0,4358.0,2700.0,282.0,728.0,1216.0,3179.0,3992.0,78.0,73.0,2035.0,152.0,7402.0,2085.0,7484.0,24059.0,24262.0,275.2875,275.2875,275.2875,954,62,5,330,0.0,0.0,0.0,60,803,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,55.98
12,284.0,372.0,4288.0,4812.0,345.0,535.0,1206.0,1397.0,6079.0,56.0,93.0,1557.0,307.0,13854.0,1776.0,13130.0,36710.0,36069.0,294.72,294.15,296.15,1022,26,2,20,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,84.94
6,356.0,595.0,8665.0,6286.0,271.0,56.0,719.0,2338.0,5058.0,52.0,81.0,83.0,311.0,1515.0,108.0,1637.0,24696.0,25196.0,290.63,285.93,296.15,1016,34,1,291,0.0,0.0,0.0,12,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,49.53
6,465.0,196.0,4835.0,1472.0,318.0,0.0,1596.0,7125.0,7110.0,86.0,63.0,154.0,195.0,8607.0,327.0,8852.0,33856.0,33954.0,294.3,292.04,300.05,1021,56,2,350,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,47.835
12,308.0,814.0,4820.0,5215.0,325.0,109.0,664.0,3172.0,6954.0,56.0,78.0,5169.0,260.0,5158.0,5209.0,5512.0,35009.0,34918.0,303.66,302.55,304.15,1020,23,3,160,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,47.56
18,322.0,0.0,4990.0,2468.0,315.0,355.0,1500.0,4856.0,6059.0,57.0,92.0,2918.0,240.0,3316.0,2832.0,3236.0,29282.0,29416.0,282.6,281.35,283.15,1013,39,4,280,0.0,0.0,0.0,20,801,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,38.315
12,365.0,664.0,6003.0,5010.0,315.0,0.0,1284.0,5365.0,5987.0,61.0,100.0,4816.0,291.0,3851.0,5097.0,3251.0,37201.0,37542.0,285.32,283.15,286.15,1015,76,6,240,0.0,0.0,0.0,75,741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,70.1
18,252.0,0.0,3821.0,1254.0,234.0,1201.0,1619.0,6078.0,6065.0,14.0,96.0,847.0,302.0,10193.0,737.0,10513.0,26966.0,27463.0,286.35,284.15,288.15,1007,37,9,230,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,69.02
18,338.0,741.0,7842.0,5237.0,328.0,7.0,670.0,2655.0,6981.0,65.0,99.0,754.0,321.0,9596.0,797.0,9225.0,33923.0,34627.0,304.32,300.15,306.15,1021,24,2,30,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,80.89
18,317.0,0.0,4426.0,1706.0,321.0,0.0,1519.0,3573.0,6074.0,10.0,95.0,3595.0,287.0,5749.0,3439.0,5729.0,29560.0,29409.0,279.11,278.71,279.45,1016,93,5,200,0.3,0.0,0.0,75,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,33.89
12,367.0,664.0,6287.0,4634.0,313.0,0.0,1405.0,5390.0,5998.0,61.0,96.0,3771.0,305.0,2064.0,4387.0,2057.0,35467.0,35144.0,277.12,276.15,278.15,1015,52,1,0,0.0,0.0,0.0,40,802,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,65.74
12,398.0,766.0,6101.0,4931.0,235.0,158.0,690.0,1336.0,6977.0,57.0,108.0,5160.0,317.0,1470.0,4995.0,1745.0,30887.0,30912.0,302.51,301.15,304.15,1025,31,1,0,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,79.89500000000001
18,337.0,305.0,5577.0,1767.0,300.0,0.0,1586.0,7757.0,5086.0,15.0,87.0,1058.0,216.0,2355.0,1244.0,2406.0,29178.0,28952.0,294.82,294.15,295.15,1019,24,2,180,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,47.77
18,344.0,441.0,7294.0,5342.0,313.0,0.0,1647.0,3750.0,4054.0,58.0,91.0,551.0,261.0,2720.0,825.0,2570.0,29767.0,29961.0,287.52,286.15,289.15,1013,87,1,245,0.3,0.0,0.0,40,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,74.51
18,357.0,574.0,5737.0,5341.0,320.0,0.0,372.0,1686.0,5017.0,54.0,94.0,156.0,281.0,5377.0,150.0,5259.0,26617.0,27176.0,286.15,284.15,287.15,1024,62,4,360,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,53.61
18,474.0,0.0,4782.0,1645.0,335.0,192.0,1835.0,6274.0,6837.0,91.0,79.0,1181.0,220.0,4650.0,910.0,4771.0,32409.0,30772.0,290.16,288.25,291.15,1016,39,5,200,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,36.75
