hour,generation biomass,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind onshore,forecast solar day ahead,forecast wind onshore day ahead,total load forecast,total load actual,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_icon_01,weather_icon_01d,weather_icon_01n,weather_icon_02,weather_icon_02d,weather_icon_02n,weather_icon_03,weather_icon_03d,weather_icon_03n,weather_icon_04,weather_icon_04d,weather_icon_04n,weather_icon_09d,weather_icon_09n,weather_icon_10,weather_icon_10d,weather_icon_10n,weather_icon_11d,weather_icon_11n,weather_icon_13d,weather_icon_13n,weather_icon_50d,weather_icon_50n,weather_description_broken clouds,weather_description_drizzle,weather_description_few clouds,weather_description_fog,weather_description_haze,weather_description_heavy intensity drizzle,weather_description_heavy intensity rain,weather_description_heavy intensity shower rain,weather_description_heavy snow,weather_description_light intensity drizzle,weather_description_light intensity drizzle rain,weather_description_light intensity shower rain,weather_description_light rain,weather_description_light rain and snow,weather_description_light snow,weather_description_light thunderstorm,weather_description_mist,weather_description_moderate rain,weather_description_overcast clouds,weather_description_proximity shower rain,weather_description_proximity thunderstorm,weather_description_rain and drizzle,weather_description_rain and snow,weather_description_scattered clouds,weather_description_shower rain,weather_description_sky is clear,weather_description_sleet,weather_description_snow,weather_description_thunderstorm,weather_description_thunderstorm with heavy rain,weather_description_thunderstorm with light rain,weather_description_thunderstorm with rain,weather_main_clear,weather_main_clouds,weather_main_drizzle,weather_main_fog,weather_main_haze,weather_main_mist,weather_main_rain,weather_main_snow,weather_main_thunderstorm,Oil Price
6,314.0,597.0,6322.0,5084.0,306.0,42.0,1539.0,2738.0,5050.0,59.0,103.0,440.0,232.0,5016.0,643.0,4127.0,29786.0,29804.0,286.64,286.15,287.15,1014,93,1,0,0.9,0.0,0.0,90,521,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,76.6
12,242.0,0.0,3744.0,1376.0,271.0,1258.0,1077.0,973.0,7109.0,59.0,88.0,3072.0,272.0,8781.0,2954.0,8781.0,26707.0,26994.0,283.72,281.15,285.15,1015,58,6,160,0.0,0.0,0.0,75,803,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,50.045
18,543.0,973.0,10821.0,8108.0,367.0,0.0,1021.0,6115.0,7109.0,83.0,78.0,65.0,234.0,3564.0,9.0,3749.0,37831.0,38551.0,303.79,301.85,305.15,1013,21,1,230,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,51.39
18,561.0,258.0,4414.0,5659.0,286.0,184.0,602.0,1572.0,6586.0,81.0,67.0,1455.0,269.0,3723.0,1344.0,3912.0,23609.0,24713.0,299.25,297.75,300.15,1014,27,2,30,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,47.78
12,556.0,0.0,3293.0,3233.0,372.0,0.0,1316.0,6895.0,6973.0,92.0,75.0,2350.0,187.0,5941.0,3127.0,5783.0,33929.0,34273.0,281.7,281.7,281.7,1018,76,2,100,0.0,0.0,0.0,82,803,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,31.5
12,474.0,745.0,3948.0,6152.0,240.0,361.0,867.0,2040.0,5012.0,83.0,71.0,3445.0,278.0,4222.0,3587.0,3998.0,27981.0,27541.0,292.881,292.881,292.881,952,53,3,253,0.0,0.0,0.0,88,804,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,62.09
6,343.0,0.0,4975.0,1085.0,307.0,146.0,1370.0,5584.0,7059.0,59.0,83.0,1039.0,255.0,7224.0,1244.0,7169.0,30084.0,30524.0,290.35,288.15,292.85,1005,38,2,245,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,47.47
12,354.0,441.0,6165.0,5620.0,315.0,0.0,958.0,2415.0,6969.0,68.0,100.0,5170.0,312.0,3466.0,4960.0,3368.0,34638.0,34922.0,303.12,302.15,304.15,1020,29,0,110,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,74.41
12,338.0,0.0,4492.0,2696.0,287.0,382.0,1595.0,6791.0,5093.0,21.0,91.0,1656.0,263.0,3539.0,1900.0,3460.0,30043.0,30405.0,294.24,293.15,295.95,1012,34,3,130,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,44.39
12,320.0,654.0,8261.0,6513.0,299.0,0.0,1457.0,4997.0,7110.0,56.0,89.0,1654.0,298.0,3116.0,1582.0,3212.0,34491.0,34983.0,298.93,298.15,300.15,1026,36,1,0,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,55.67
6,406.0,385.0,5254.0,5204.0,303.0,0.0,546.0,239.0,5040.0,16.0,90.0,31.0,289.0,7459.0,30.0,7407.0,24438.0,24389.0,276.72,276.15,277.15,1028,93,1,350,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,63.644999999999996
18,529.0,950.0,5857.0,5854.0,295.0,0.0,1181.0,5560.0,7101.0,80.0,75.0,89.0,260.0,5808.0,62.0,5576.0,33840.0,33274.0,275.096,275.096,275.096,961,74,3,236,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,46.935
6,397.0,746.0,3953.0,3152.0,225.0,528.0,676.0,787.0,6969.0,10.0,96.0,45.0,318.0,3045.0,131.0,3301.0,22473.0,22260.0,268.82,268.15,269.15,1019,92,0,0,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,63.04
18,406.0,961.0,11819.0,5876.0,346.0,0.0,797.0,2302.0,5853.0,16.0,91.0,2896.0,289.0,3531.0,2892.0,3672.0,34860.0,36275.0,280.32,279.15,281.15,1029,52,1,170,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,62.37
6,557.0,0.0,4316.0,3619.0,231.0,489.0,481.0,1205.0,4968.0,89.0,72.0,49.0,217.0,6441.0,109.0,6410.0,24095.0,24155.0,283.7,283.15,284.15,1014,81,2,330,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,48.235
12,416.0,0.0,3428.0,1285.0,252.0,1240.0,507.0,853.0,7099.0,41.0,69.0,2362.0,181.0,8353.0,2548.0,8274.0,25448.0,25730.0,284.2,283.15,285.75,1029,66,1,170,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,37.15
12,492.0,953.0,9393.0,7866.0,372.0,0.0,604.0,4227.0,6809.0,89.0,63.0,2430.0,227.0,2883.0,3158.0,3045.0,34682.0,35937.0,299.44,297.55,300.65,1018,54,3,190,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,48.385
12,318.0,940.0,8392.0,5730.0,305.0,0.0,461.0,2310.0,6999.0,52.0,89.0,4603.0,293.0,1108.0,4655.0,1071.0,30526.0,30599.0,307.15,307.04,307.25,1017,28,1,290,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,44.285
6,362.0,874.0,8159.0,6415.0,303.0,0.0,659.0,2789.0,6745.0,58.0,81.0,304.0,279.0,2162.0,392.0,2222.0,32487.0,32327.0,294.71,292.04,301.65,1022,68,0,20,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,44.285
18,363.0,570.0,8111.0,3010.0,343.0,0.0,561.0,1476.0,6831.0,64.0,89.0,1540.0,310.0,3653.0,1502.0,3744.0,32615.0,31768.0,307.32,305.15,308.15,1019,14,1,0,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,50.39
6,365.0,0.0,5167.0,1752.0,279.0,252.0,1524.0,2893.0,5047.0,59.0,103.0,1291.0,287.0,6756.0,1379.0,5957.0,30583.0,30220.0,289.36,287.15,291.15,1022,59,2,360,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,74.92
12,341.0,617.0,6917.0,2582.0,232.0,102.0,1287.0,1853.0,5190.0,56.0,98.0,2775.0,304.0,2030.0,2799.0,1627.0,27996.0,27944.0,278.86,278.15,281.15,1032,87,1,0,0.0,0.0,0.0,90,701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,51.71
12,386.0,382.0,4162.0,3816.0,242.0,386.0,941.0,1232.0,7113.0,53.0,97.0,3919.0,308.0,9381.0,3571.0,9074.0,33268.0,33037.0,294.1,291.15,296.15,1024,14,2,10,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,85.63
12,359.0,410.0,4273.0,2742.0,361.0,501.0,1567.0,3165.0,6079.0,54.0,103.0,1904.0,301.0,12994.0,2037.0,12254.0,34637.0,34737.0,294.12,293.15,295.15,1016,53,3,220,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,73.975
6,346.0,0.0,4322.0,3522.0,211.0,199.0,716.0,1898.0,7056.0,58.0,104.0,8.0,324.0,6950.0,99.0,7366.0,24224.0,24098.0,287.15,287.15,287.15,1019,87,2,50,0.0,0.0,0.0,75,803,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,80.41499999999999
18,351.0,841.0,14378.0,6502.0,334.0,0.0,493.0,2378.0,5040.0,57.0,108.0,69.0,273.0,6362.0,8.0,6326.0,36310.0,35943.0,286.73,284.15,288.15,1020,41,0,220,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,63.27
18,385.0,651.0,5934.0,6230.0,235.0,4.0,752.0,2498.0,6920.0,54.0,82.0,853.0,312.0,2860.0,1031.0,3022.0,29811.0,30322.0,289.52,288.15,290.15,1010,36,5,230,0.0,0.0,0.0,40,802,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,41.144999999999996
18,363.0,408.0,6484.0,2633.0,356.0,1278.0,547.0,828.0,6888.0,33.0,100.0,1769.0,283.0,9892.0,1688.0,9967.0,31783.0,30572.0,303.34,301.15,304.15,1012,13,4,220,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,54.55
12,225.0,0.0,3258.0,1113.0,273.0,510.0,1848.0,4750.0,7096.0,58.0,79.0,4652.0,198.0,8863.0,4652.0,8842.0,31314.0,31538.0,288.98,287.15,291.85,1015,62,3,190,0.0,0.0,0.0,75,803,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,43.02
12,334.0,0.0,5116.0,2651.0,304.0,6.0,1567.0,6519.0,6064.0,42.0,89.0,5371.0,241.0,1273.0,5342.0,1266.0,31830.0,31904.0,281.97,281.15,283.55,1021,70,1,150,0.0,0.0,0.0,75,803,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,31.995
12,189.0,0.0,2764.0,934.0,204.0,1867.0,1779.0,4828.0,7096.0,52.0,62.0,4153.0,252.0,4170.0,3542.0,4193.0,25979.0,25719.0,288.68,288.15,289.15,1016,44,5,220,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,41.480000000000004
6,372.0,766.0,8771.0,5654.0,330.0,0.0,538.0,3254.0,7047.0,59.0,107.0,103.0,338.0,2118.0,125.0,2473.0,29489.0,29359.0,289.35,289.15,290.15,1024,72,1,0,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,76.77
12,371.0,839.0,4740.0,5348.0,315.0,0.0,774.0,2746.0,6957.0,58.0,84.0,5037.0,232.0,5223.0,5062.0,5247.0,35054.0,34592.0,303.74,303.15,304.15,1018,16,2,150,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,49.25
18,382.0,988.0,9053.0,6499.0,283.0,0.0,766.0,4019.0,6928.0,56.0,85.0,857.0,307.0,3946.0,944.0,4162.0,37717.0,36927.0,287.05,286.85,287.15,1006,76,5,200,0.3,0.0,0.0,75,500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,42.43
18,337.0,867.0,6411.0,6521.0,318.0,0.0,968.0,1542.0,5039.0,65.0,104.0,2127.0,331.0,3891.0,1595.0,3792.0,30255.0,31060.0,300.33,296.15,302.15,1016,25,3,330,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,49.4
6,401.0,762.0,7007.0,5187.0,320.0,0.0,629.0,4261.0,7004.0,57.0,106.0,172.0,275.0,3321.0,212.0,3196.0,30935.0,31025.0,288.89,288.15,289.15,1031,77,1,77,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,81.54
6,355.0,386.0,4647.0,3134.0,303.0,350.0,807.0,1488.0,5661.0,69.0,89.0,1063.0,297.0,7674.0,1344.0,7815.0,30393.0,29446.0,285.36,283.15,287.15,1013,50,6,270,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,47.02
12,234.0,437.0,4118.0,2459.0,305.0,281.0,1170.0,1687.0,7086.0,60.0,89.0,5400.0,249.0,6118.0,5533.0,6025.0,30428.0,30730.0,290.93,290.15,292.15,1023,31,3,50,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,53.08
12,338.0,958.0,10750.0,5850.0,299.0,0.0,705.0,3383.0,6627.0,25.0,95.0,2999.0,326.0,1183.0,3209.0,1209.0,35800.0,36762.0,281.15,278.15,286.15,1029,52,0,0,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,55.144999999999996
6,371.0,881.0,9740.0,4503.0,329.0,0.0,475.0,725.0,6836.0,56.0,88.0,465.0,307.0,1967.0,535.0,2067.0,29719.0,29875.0,295.13,294.15,296.15,1017,40,0,0,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,52.31
18,317.0,0.0,4433.0,3338.0,218.0,175.0,916.0,1612.0,6950.0,49.0,75.0,2919.0,277.0,6857.0,2750.0,6803.0,27048.0,27341.0,281.3,280.65,282.15,1008,76,5,350,0.0,0.0,0.0,20,801,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,39.02
6,370.0,887.0,4548.0,6271.0,368.0,0.0,1096.0,4081.0,4042.0,43.0,73.0,685.0,186.0,4706.0,758.0,4810.0,29566.0,29521.0,279.29900000000004,279.29900000000004,279.29900000000004,959,87,0,230,0.0,0.0,0.0,0,800,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,63.9
6,351.0,0.0,5533.0,4196.0,212.0,732.0,1141.0,1071.0,5047.0,57.0,96.0,15.0,298.0,7667.0,7.0,7122.0,22056.0,22416.0,280.5,280.15,281.15,1010,100,4,218,0.0,0.0,0.0,75,701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,58.695
18,297.0,875.0,12807.0,5248.0,340.0,0.0,412.0,738.0,5948.0,56.0,101.0,1352.0,282.0,4223.0,1384.0,4351.0,31750.0,30617.0,297.37,295.15,299.15,1020,20,4,210,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,50.63
12,342.0,0.0,4036.0,3654.0,242.0,0.0,805.0,1479.0,6986.0,54.0,62.0,5298.0,324.0,2912.0,5327.0,2912.0,28400.0,27518.0,308.971,308.971,308.971,958,25,2,122,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,45.8
6,254.0,0.0,4713.0,1957.0,262.0,0.0,1741.0,7610.0,7061.0,54.0,81.0,446.0,262.0,3515.0,459.0,3756.0,30256.0,30013.0,282.31,280.93,284.15,1016,76,1,0,0.0,0.0,0.0,75,803,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,45.64
18,355.0,505.0,6605.0,4488.0,278.0,0.0,412.0,586.0,5020.0,47.0,87.0,36.0,264.0,6965.0,18.0,6930.0,28370.0,28095.0,298.74,296.15,300.15,1019,15,4,350,0.0,0.0,0.0,20,801,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,54.73
6,360.0,0.0,5542.0,3394.0,306.0,122.0,787.0,1122.0,7029.0,55.0,83.0,937.0,283.0,7373.0,1089.0,7405.0,30132.0,30026.0,287.221,287.221,287.221,963,49,3,35,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,46.01
6,375.0,0.0,4040.0,1148.0,213.0,2659.0,654.0,783.0,7053.0,88.0,63.0,28.0,106.0,10442.0,10.0,10640.0,20763.0,20857.0,276.68,276.15,277.85,1033,100,1,350,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,32.45
6,381.0,967.0,8219.0,6338.0,325.0,0.0,1059.0,1192.0,7083.0,48.0,96.0,9.0,322.0,5905.0,11.0,6079.0,32849.0,32680.0,274.15,274.15,274.15,1012,74,0,240,0.0,0.0,0.0,0,800,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,64.96
6,360.0,0.0,10166.0,5227.0,303.0,1.0,1352.0,3835.0,5861.0,57.0,96.0,125.0,302.0,4551.0,136.0,3869.0,33553.0,33705.0,286.15,285.15,287.15,1015,76,2,210,0.0,0.0,0.0,0,800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,77.77000000000001
